105	广州大象健康科技有限公司	移动互联网	A轮	['带薪年假', '绩效奖金', '岗位晋升', '美女多']	500-2000人	天河区	技术	大专	单身美女 团队氛围好 发展前景好	13k-20k	3-5年
106	广东亿迅科技有限公司	移动互联网	不需要融资	['技能培训', '节日礼物', '年底双薪', '带薪年假']	2000人以上	越秀区	开发/测试/运维类	本科	大数据平台,千万级用户	14k-20k	5-10年
107	航天精一（广东）信息科技有限公司	移动互联网,数据服务	上市公司	['绩效奖金', '专项奖金', '五险一金', '通讯津贴']	150-500人	天河区	开发/测试/运维类	本科	周末双休,出差补贴,晋升机制	10k-18k	3-5年
108	北京拓尔思信息技术股份有限公司广州分公司	移动互联网,数据服务	上市公司	['年底双薪', '节日礼物', '绩效奖金', '年度旅游']	500-2000人	天河区	技术	本科	五险一金 广阔的职位前景 旅游/体检	6k-12k	1-3年
109	广州玩盒科技有限公司	移动互联网	上市公司	['年底双薪', '带薪年假', '午餐补助', '定期体检']	150-500人	天河区	开发/测试/运维类	不限	五险一金,绩效奖金,年底双薪,饭补	15k-30k	3-5年
110	广东以大供应链管理有限公司	移动互联网,医疗健康	A轮	['弹性工作', '领导好', '美女多', '帅哥多']	50-150人	天河区	开发/测试/运维类	本科	扁平管理,弹性工作,旅游,福利齐全	8k-16k	1-3年
111	广州智悦网络科技有限公司	移动互联网,电子商务	A轮	['五险一金', '年底双薪', '专项奖金', '带薪年假']	50-150人	天河区	开发/测试/运维类	本科	扁平管理,五险一金,晋升空间	8k-12k	1-3年
112	上海中软华腾软件系统有限公司	企业服务,金融	上市公司	['年底双薪', '绩效奖金', '带薪年假', '定期体检']	2000人以上	天河区	开发/测试/运维类	本科	双休 五险一金 弹性工作制	10k-20k	3-5年
113	北京尚德在线教育科技有限公司	教育	上市公司	['年底双薪', '年终分红', '绩效奖金', '专项奖金']	2000人以上	天河区	开发/测试/运维类	本科	周末双休,五险一金	10k-15k	1-3年
114	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	增城市	开发/测试/运维类	大专	牛人团队,氛围好	10k-20k	3-5年
115	深圳市对庄科技有限公司	移动互联网	A轮	['专项奖金', '绩效奖金', '扁平管理', '管理规范']	15-50人	荔湾区	开发/测试/运维类	大专	工作稳定，高成长空间，靠谱产品，靠谱团队	12K-20K	3-5年
116	前海易物（深圳）电子商务有限公司广州分公司	电子商务,移动互联网	A轮	['绩效奖金', '交通补助', '定期体检', '带薪年假']	150-500人	海珠区	开发/测试/运维类	大专	五险一金,年度体检,带薪年假,年度旅游	6k-10k	1-3年
117	广州博冠信息科技有限公司	游戏	上市公司	['绩效奖金', '年终分红', '专项奖金', '年底双薪']	2000人以上	天河区	开发/测试/运维类	本科	平台大,福利好,待遇优,16薪	10k-20k	3-5年
118	广州市新橙信息科技有限公司	移动互联网,医疗健康	B轮	['技能培训', '股票期权', '专项奖金', '带薪年假']	150-500人	越秀区	开发/测试/运维类	大专	平台实力强,领导团队优,薪酬福利好,发展空间大	12k-18k	3-5年
119	广州云湾信息技术有限公司	移动互联网,硬件	B轮	['岗位晋升', '扁平管理', '年底双薪', '六险一金']	50-150人	海珠区	开发/测试/运维类	本科	福利好,待遇高,颜值高	10k-18k	3-5年
120	广州市艾森斯软件研发有限公司	其他,企业服务	不需要融资	[]	50-150人	None	技术	本科	双休、五险一金、旅游、每年调薪、年终奖	5k-10k	1-3年
121	上海中软华腾软件系统有限公司	企业服务,金融	上市公司	['年底双薪', '绩效奖金', '带薪年假', '定期体检']	2000人以上	天河区	开发/测试/运维类	本科	外企氛围 较好的职业发展路径 工作压力小	12k-24k	3-5年
122	广州智悦网络科技有限公司	移动互联网,电子商务	A轮	['五险一金', '年底双薪', '专项奖金', '带薪年假']	50-150人	天河区	开发/测试/运维类	本科	扁平管理,五险一金,晋升空间	8k-12k	1-3年
123	广东世纪晓教育科技有限公司	教育	不需要融资	['五险一金', '丰厚薪酬', '配股分红', '免息贷款']	2000人以上	天河区	开发/测试/运维类	本科	风口行业,行业前五,员工旅游,年底双薪	14k-22k	3-5年
