公司名称	公司类型	融资阶段	标签	公司规模	公司所在地	职位类型	学历要求	福利	薪资	工作经验
2080	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	南山区	开发/测试/运维类	本科	前景好	10k-12k	1-3年
2081	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,带薪年假,年度体检	10k-15k	5-10年
2082	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,带薪年假,年度体检	12k-16k	3-5年
2083	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	大专	六险一金,做五休二,带薪年假,年度体检	8k-14k	3-5年
2084	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,带薪年假,做五休二,年度体检	8k-13k	3-5年
2085	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,带薪年假,年度体检	8k-15k	3-5年
2086	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,带薪年假,年度体检	9k-14k	3-5年
2087	北京掌众科技有限公司	移动互联网,金融	B轮	['技能培训', '节日礼物', '绩效奖金', '年度旅游']	500-2000人	南山区	开发/测试/运维类	本科	14薪,七险一金,工作餐补	10k-15k	1-3年
2088	深圳市知学云科技有限公司	移动互联网,教育	不需要融资	['责任', '创新', '分享', '激情']	150-500人	南山区	开发/测试/运维类	大专	五险一金,专业培训,下午茶,弹性工作	15k-25k	3-5年
2089	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	南山区	开发/测试/运维类	大专	晋升空间大,福利待遇好,成熟型公司	10K-16K	3-5年
2090	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	大专	年度体检,六险一金,做五休二,带薪年假	8k-15k	3-5年
2091	深圳英迈思文化科技有限公司	移动互联网	B轮	['五险一金', '扁平管理', '岗位晋升', '技能培训']	500-2000人	宝安区	开发/测试/运维类	大专	福利待遇佳,互联网软件,软件自助研	12k-20k	5-10年
2092	深圳英迈思文化科技有限公司	移动互联网	B轮	['五险一金', '扁平管理', '岗位晋升', '技能培训']	500-2000人	宝安区	开发/测试/运维类	本科	晋升机会多,发展空间大,扁平化管理	8k-10k	1-3年
2093	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,带薪年假,年度体检	9k-13k	3-5年
2094	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,带薪年假,年度体检	8k-15k	3-5年
2095	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	南山区	开发/测试/运维类	本科	薪资高,福利好,平台大	11k-16k	1-3年
2096	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	年度体检,带薪年假,做五休二,六险一金	8k-14k	3-5年
2097	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	证券金融	15k-30k	3-5年
2098	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	福田区	开发/测试/运维类	本科	前景好,福利好	9k-18k	1-3年
2099	深圳市和讯华谷信息技术有限公司	移动互联网,数据服务	D轮及以上	['五险一金', '文体活动', '团建旅游', '美味晚餐']	150-500人	南山区	开发/测试/运维类	本科	D轮+,14薪+,弹性工作,牛掰团队	15k-30k	3-5年
2100	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	福田区	开发/测试/运维类	大专	发展空间大,晋升快,技术新,福利多	9k-18k	1-3年
2101	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	金融,上市	10k-18k	1-3年
2102	深圳英迈思文化科技有限公司	移动互联网	B轮	['五险一金', '扁平管理', '岗位晋升', '技能培训']	500-2000人	宝安区	开发/测试/运维类	大专	福利待遇好,奖金丰厚,活动多,加薪快	8k-16k	1-3年
2103	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	福田区	开发/测试/运维类	大专	福利待遇好,五险一金	10K-15K	3-5年
2104	深圳盒子信息科技有限公司	移动互联网,金融	C轮	['技能培训', '俱乐部', '婚育礼金', '下午茶健身房']	500-2000人	南山区	开发/测试/运维类	本科	环境好,健身房,班车接送,下午茶供应	10k-20k	3-5年
2105	深圳盒子信息科技有限公司	移动互联网,金融	C轮	['技能培训', '俱乐部', '婚育礼金', '下午茶健身房']	500-2000人	南山区	开发/测试/运维类	本科	大牛聚集地,健身房,公司班车	18k-30k	5-10年
2106	马上消费金融股份有限公司	金融,移动互联网	不需要融资	['股票期权', '年终分红', '绩效奖金', '带薪年假']	2000人以上	福田区	开发/测试/运维类	大专	技术先进，有良好的发展空间，福利待遇良好	10k-20k	3-5年
2107	深圳盒子信息科技有限公司	移动互联网,金融	C轮	['技能培训', '俱乐部', '婚育礼金', '下午茶健身房']	500-2000人	南山区	开发/测试/运维类	本科	大牛聚集地,健身房,工作环境好,扁平化领导	18k-30k	5-10年
2108	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,带薪年假,年度体检	10k-14k	3-5年
2109	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	福田区	开发/测试/运维类	本科	发展好,福利好,项目好	9k-18k	1-3年
2110	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,年度体检,带薪年假	8k-15k	3-5年
2111	深圳云天励飞技术有限公司	移动互联网	A轮	['节日礼物', '带薪年假', '年度旅游', '开放务实']	150-500人	福田区	开发/测试/运维类	本科	五险一金,专业培训,节日福利	10k-20k	1-3年
2112	深圳旺金金融信息服务有限公司	金融	C轮	['绩效奖金', '五险一金', '弹性工作', '节日礼物']	2000人以上	福田区	开发/测试/运维类	本科	前十P2P,大牛云集,弹性工作制,技术氛围浓	15k-25k	5-10年
2113	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	大专	六险一金,做五休二,带薪年假,年度体检	6k-9k	3-5年
2114	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	金融,上市	12k-22k	不限
2115	深圳旺金金融信息服务有限公司	金融	C轮	['绩效奖金', '五险一金', '弹性工作', '节日礼物']	2000人以上	福田区	开发/测试/运维类	本科	前十P2P,大牛云集,弹性工作制,技术氛围浓	15k-30k	3-5年
2116	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	证券,金融,上市公司	6k-9k	1年以下
2117	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	龙华新区	开发/测试/运维类	大专	项目稳定	15k-30k	5-10年
2118	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	金融证券	10k-20k	1-3年
2119	深圳英迈思文化科技有限公司	移动互联网	B轮	['五险一金', '扁平管理', '岗位晋升', '技能培训']	500-2000人	宝安区	开发/测试/运维类	大专	互联网企业	8k-15k	1-3年
2120	深圳市和讯华谷信息技术有限公司	移动互联网,数据服务	D轮及以上	['五险一金', '文体活动', '团建旅游', '美味晚餐']	150-500人	南山区	开发/测试/运维类	本科	14薪+,D轮+,牛逼团队,攻城狮氛围	15k-30k	3-5年
2121	深圳云天励飞技术有限公司	移动互联网	A轮	['节日礼物', '带薪年假', '年度旅游', '开放务实']	150-500人	福田区	开发/测试/运维类	本科	优秀团队,专业培训,五险一金,节日福利	20k-40k	5-10年
2122	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	南山区	开发/测试/运维类	不限	项目好,发展好,福利好	10k-18k	3-5年
2123	信必优(深圳)信息技术有限公司	移动互联网,电子商务	未融资	['节日礼物', '年底双薪', '带薪年假', '年度旅游']	2000人以上	南山区	开发/测试/运维类	大专	赴美机会,外企,弹性上班,少加班	15k-21k	5-10年
2124	深圳英迈思文化科技有限公司	移动互联网	B轮	['五险一金', '扁平管理', '岗位晋升', '技能培训']	500-2000人	宝安区	开发/测试/运维类	本科	五险一金,带薪节假日,绩效奖金	7k-8k	不限
2125	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	架构开发,金融行业	10k-18k	1-3年
2126	信必优(深圳)信息技术有限公司	移动互联网,电子商务	未融资	['节日礼物', '年底双薪', '带薪年假', '年度旅游']	2000人以上	南山区	开发/测试/运维类	本科	双休,六险一金,年终奖,BAT大牛	10k-18k	3-5年
2127	信必优(深圳)信息技术有限公司	移动互联网,电子商务	未融资	['节日礼物', '年底双薪', '带薪年假', '年度旅游']	2000人以上	南山区	开发/测试/运维类	大专	双休,六险一金,年终奖,驻场华润	15k-17k	5-10年
2128	深圳微品致远信息科技有限公司	移动互联网,电子商务	C轮	['股票期权', '带薪年假', '绩效奖金', '五险一金']	150-500人	南山区	开发/测试/运维类	本科	五险一金、带薪年假、弹性工作、定期体检	8k-15k	3-5年
2129	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	六险一金,做五休二,年度体检,带薪年假	8k-15k	3-5年
2130	深圳市和讯华谷信息技术有限公司	移动互联网,数据服务	D轮及以上	['五险一金', '文体活动', '团建旅游', '美味晚餐']	150-500人	南山区	技术	本科	14薪，下午茶，弹性考勤，丰厚福利	13k-25k	1-3年
2131	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	南山区	开发/测试/运维类	本科	互联网金融,发展前景好	6k-8k	1-3年
2132	深圳云天励飞技术有限公司	移动互联网	A轮	['节日礼物', '带薪年假', '年度旅游', '开放务实']	150-500人	福田区	开发/测试/运维类	本科	六险一金,技术大牛,节日福利,优秀团队	20k-40k	3-5年
2133	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	福田区	开发/测试/运维类	大专	五险一金	7k-14k	1-3年
2134	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	金融,架构	12k-20k	3-5年
2135	深圳市和讯华谷信息技术有限公司	移动互联网,数据服务	D轮及以上	['五险一金', '文体活动', '团建旅游', '美味晚餐']	150-500人	南山区	开发/测试/运维类	本科	D轮+,14薪+,大数据平台,攻城狮氛围	15k-25k	3-5年
2136	深圳微品致远信息科技有限公司	移动互联网,电子商务	C轮	['股票期权', '带薪年假', '绩效奖金', '五险一金']	150-500人	南山区	开发/测试/运维类	本科	带薪年假、五险一金、专业培训、绩效奖金	15k-30k	3-5年
